,__arm_nr_cacheflush,__arm_nr_set_tls,_llseek,_newselect,access,bind,brk,chdir,chmod,clock_gettime,clone,close,connect,dup,dup2,epoll_create,epoll_ctl,epoll_wait,execve,exit,exit_group,fchmod,fchown32,fcntl64,fdatasync,flock,fork,fstat64,fsync,ftruncate,ftruncate64,futex,getcwd,getdents64,getegid32,geteuid32,getgid32,getgroups32,getpeername,getpgid,getpid,getppid,getpriority,getrusage,getsockname,getsockopt,gettid,gettimeofday,getuid32,inotify_add_watch,inotify_rm_watch,ioctl,listen,lseek,lstat64,madvise,mkdir,mknod,mlock,mmap2,mprotect,mremap,msync,munmap,nanosleep,open,pipe,pipe2,poll,prctl,pread64,ptrace,pwrite64,read,readlink,recvfrom,recvmsg,rename,rmdir,sched_getparam,sched_getscheduler,sched_yield,sendmsg,sendto,setpgid,setpriority,setsockopt,shutdown,sigaction,sigaltstack,sigprocmask,sigsuspend,socket,socketpair,stat64,statfs64,ugetrlimit,umask,uname,unlink,utimes,vfork,wait4,write,writev,Class
598,0,17,6,0,11,2,66,0,2,386,17,65,4,9,0,1,4,47,0,4,0,0,0,10,0,2,0,53,0,0,0,235,0,8,0,0,0,0,0,0,62,0,55,0,4,10,32,174,71,0,0,196,0,8,7,104,3,0,0,114,189,0,0,40,5,59,2,0,1,101,18,0,0,63,0,47,0,0,0,0,0,1,0,3,0,14,3,0,1,21,105,0,10,0,27,0,0,0,1,0,0,0,0,103,22,1
599,0,67,6,64,133,9,167,0,34,59900,57,938,104,7,30,3,6,72,40,37,10,0,0,163,0,2,10,245,29,0,0,124000,0,22,0,0,0,0,0,0,90,0,112,0,18,21,107,33900,124,0,0,100000,0,8,38,755,14,0,0,490,664,0,0,235,153,227,44,0,10,153,46,0,0,274,0,37,0,21,0,0,0,6,0,19,0,56,112,0,81,104,208,0,104,0,129,0,10,0,1,23,0,0,15,276,198,1
600,0,26,6,0,54,12,112,0,12,950,26,112,18,25,0,1,10,160,0,13,0,0,0,70,0,2,0,67,8,0,0,397,0,2,0,0,0,0,0,0,165,0,112,0,24,25,59,51,164,0,0,486,0,8,21,179,9,0,0,232,155,0,0,155,25,69,2,0,13,124,77,0,0,88,0,156,0,3,0,0,0,5,0,13,0,27,29,16,1,39,434,0,18,0,69,0,0,0,1,3,0,0,0,273,83,1
601,0,9,6,0,3,0,34,0,0,163,9,18,1,0,0,1,1,8,0,1,0,0,0,5,0,2,0,6,0,0,0,94,0,2,0,0,0,0,0,0,14,0,22,0,0,3,24,7,31,0,0,59,0,8,3,42,0,0,0,85,166,0,0,55,4,22,2,0,0,93,49,0,0,18,0,0,0,0,0,0,0,1,0,1,0,6,0,0,1,10,125,0,1,0,27,0,0,0,1,0,0,0,0,42,8,1
602,0,24,6,0,47,0,127,6,3,427,18,509,7,9,18,1,4,51,6,6,6,1,9,140,20,2,6,106,0,0,0,372,0,14,0,0,0,0,0,0,65,0,70,0,0,3,47,135,79,0,0,235,0,8,3,316,10,0,0,333,360,0,0,111,5,171,26,0,1,101,67,0,37,116,0,52,0,0,0,0,0,1,0,1,0,15,6,0,49,30,147,0,7,0,52,7,6,0,1,2,0,0,12,147,57,1
603,0,8,6,0,3,0,10,0,0,31,8,18,1,0,0,1,1,3,0,0,0,0,0,5,0,2,0,6,0,0,0,35,0,2,0,0,0,0,0,0,9,0,30,0,0,3,21,3,19,0,0,43,0,8,3,29,0,0,0,32,39,0,0,2,0,22,2,0,0,90,1,0,0,16,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,8,0,0,1,0,11,0,0,0,1,0,0,0,0,58,4,1
604,0,33,6,0,40,7,94,0,9,898,33,73,10,9,0,7,14,135,0,6,0,0,0,85,5,2,0,63,6,0,0,603,0,2,10,10,10,0,0,0,107,0,55,0,12,10,190,24,105,0,0,321,1,32,18,150,5,0,0,183,273,0,0,73,8,74,8,0,3,119,37,0,0,94,0,62,3,1,0,0,0,1,3,7,0,37,15,8,1,39,135,0,11,9,39,0,1,0,1,3,0,0,0,183,37,1
605,0,19,6,0,45,2,24,0,3,162,19,34,5,2,0,1,3,5,0,8,0,0,0,16,0,2,0,31,3,0,0,230,0,2,0,0,0,0,0,0,22,0,33,0,4,5,42,20,32,0,0,177,0,8,12,78,0,0,0,87,132,0,0,48,7,35,2,0,3,102,22,0,0,54,0,5,0,3,0,0,0,0,0,3,0,19,6,0,1,27,72,0,5,0,45,0,0,0,1,3,0,0,0,56,28,1
606,0,17,6,0,11,2,76,0,2,899,17,65,4,9,0,1,4,42,0,7,0,0,0,10,0,2,0,53,0,0,0,324,0,8,0,0,0,0,0,0,58,0,56,0,4,10,32,174,67,0,0,197,0,8,7,122,3,0,0,114,315,0,0,49,8,59,2,0,1,101,18,0,0,52,0,34,0,0,0,0,0,1,0,3,0,14,3,0,1,24,83,0,10,0,27,0,0,0,1,0,0,0,0,98,24,1
607,2210,60,6,28,111,5,325,0,5,15900,58,1110,13,30,6,10,36,2810,8,13,2,0,0,236,20,2,2,985,4,14,0,2340,0,50,12,12,12,0,0,0,1300,0,115,0,10,29,324,911,1270,0,0,1480,1,121,45,378,5,0,0,408,486,0,0,181,53,956,19,0,5,152,51,0,17,2650,1,194,9,6,0,0,0,4,9,9,0,68,36,0,17,73,273,0,26,14,101,0,4,0,1,8,0,0,3,924,68,1
608,0,9,6,0,3,0,34,0,0,163,9,18,1,0,0,1,1,8,0,1,0,0,0,5,0,2,0,6,0,0,0,100,0,2,0,0,0,0,0,0,14,0,22,0,0,3,24,7,31,0,0,58,0,8,3,41,0,0,0,85,166,0,0,55,2,22,2,0,0,93,49,0,0,18,0,0,0,0,0,0,0,0,0,1,0,6,0,0,1,10,125,0,1,0,27,0,0,0,1,0,0,0,0,42,9,1
609,0,37,6,26,69,11,73,0,16,392,35,205,17,6,6,2,4,46,8,20,2,0,0,46,0,2,2,72,13,0,0,602,0,6,0,0,0,0,0,0,58,0,64,0,22,21,67,71,67,0,0,269,0,8,20,251,7,0,0,218,256,0,0,106,15,89,11,0,8,128,18,0,0,91,0,27,0,6,0,0,0,3,0,14,0,39,27,8,17,57,104,0,17,0,66,0,2,0,1,6,0,0,4,110,57,1
610,0,8,6,0,3,0,9,0,0,13,8,18,1,0,0,1,1,4,0,0,0,0,0,5,0,2,0,6,0,0,0,44,0,2,0,0,0,0,0,0,9,0,12,0,0,3,21,3,19,0,0,26,0,8,3,29,0,0,0,32,34,0,0,2,0,22,2,0,0,90,1,0,0,17,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,8,0,0,1,0,11,0,0,0,1,0,0,0,0,23,3,1
611,0,13,6,0,91,0,90,0,7,1250,13,97,1,14,0,1,6,72,0,1,0,1,23,194,15,2,0,137,1,0,0,776,0,2,0,0,0,0,0,0,80,0,61,0,0,3,33,332,91,0,0,371,0,8,80,101,4,0,0,209,376,0,0,136,6,86,2,0,0,97,188,0,26,41,0,65,0,0,0,0,0,1,0,1,0,10,0,0,1,14,337,0,1,0,78,1,0,0,1,0,0,0,0,151,24,1
612,0,9,6,0,3,0,35,0,0,163,9,18,1,0,0,1,1,8,0,1,0,0,0,5,0,2,0,6,0,0,0,94,0,2,0,0,0,0,0,0,14,0,22,0,0,3,24,7,31,0,0,56,0,8,3,42,0,0,0,85,166,0,0,55,4,22,2,0,0,93,49,0,0,18,0,0,0,0,0,0,0,1,0,1,0,6,0,0,1,10,125,0,1,0,27,0,0,0,1,0,0,0,0,42,8,1
613,0,11,6,0,79,0,90,0,7,1270,11,97,1,14,0,1,6,73,0,1,0,1,23,194,15,2,0,137,1,0,0,528,0,2,0,0,0,0,0,0,78,0,59,0,0,3,25,178,89,0,0,327,0,8,56,97,4,0,0,191,289,0,0,124,4,86,2,0,0,95,158,0,26,41,0,65,0,0,0,0,0,0,0,1,0,8,0,0,1,12,324,0,1,0,78,1,0,0,1,0,0,0,0,137,23,1
614,898,48,6,0,58,4,200,0,14,18000,48,672,9,25,0,8,21,3140,0,10,0,0,0,108,5,2,0,624,11,0,0,1520,0,30,12,12,12,0,0,0,2500,0,105,0,6,9,254,360,2480,0,0,509,1,32,21,255,4,0,0,272,317,0,0,104,12,645,9,0,4,131,27,0,0,1590,1,155,6,8,0,0,0,1,6,7,0,50,11,0,1,58,160,0,10,12,71,0,1,0,1,10,0,0,0,582,44,1
615,0,18,6,0,11,2,60,0,2,380,18,65,4,9,0,1,4,49,0,4,0,0,0,10,0,2,0,53,0,0,0,255,0,8,0,0,0,0,0,0,63,0,57,0,4,10,36,174,72,0,0,214,0,8,7,110,3,0,0,117,185,0,0,40,8,59,2,0,1,102,18,0,0,57,0,50,0,0,0,0,0,2,0,3,0,15,3,0,1,22,82,0,10,0,27,0,0,0,1,0,0,0,0,108,22,1
616,0,18,6,0,53,4,50,0,14,1120,18,67,8,7,0,1,5,508,0,7,0,0,0,28,0,2,0,57,10,0,0,277,0,2,0,0,0,0,0,0,59,0,41,0,8,10,41,30,67,0,0,227,0,8,29,119,9,0,0,111,180,0,0,45,7,64,2,0,5,108,8,0,0,230,0,748,0,5,0,0,0,1,0,365,0,20,11,2,1,25,57,0,8,0,47,0,0,0,1,5,0,0,0,279,65,1
617,0,18,68,0,25,2,50,0,7,2450,18,59,3,13,0,1,3,33,0,6,0,0,0,16,0,2,0,46,5,0,0,954,0,2,0,0,0,0,0,0,60,0,72,0,4,5,79,1510,57,0,0,3680,0,35,8,206,3,0,0,114,374,0,0,36,19,57,2,0,3,101,3,0,0,147,0,21,0,0,0,0,0,2,0,3,0,55,5,0,1,24,127,0,4,0,43,0,0,0,1,0,0,0,0,139,52,1
618,3050,54,6,0,47,2,1640,0,4,143000,54,2020,22,204,0,9,447,12000,0,12,0,0,0,1140,25,2,0,1700,1,974,0,10600,0,72,12,12,12,0,0,0,2970,0,119,0,17,42,753,15100,2960,0,0,752,1,108,23,392,6,0,0,573,363,0,0,401,23,1730,10,0,2,192,79,0,893,8560,1,593,98,2,0,0,0,3,98,8,0,57,112,0,1,66,393,0,26,14,98,0,2,0,1,5,0,0,0,4170,90,1
619,0,21,6,0,37,3,39,0,10,716,21,60,7,6,0,1,3,120,0,11,0,0,0,18,0,2,0,54,8,0,0,318,0,4,0,0,0,0,0,0,92,0,45,0,6,8,41,18,101,0,0,263,0,8,15,120,8,0,0,154,232,0,0,89,5,59,2,0,3,103,49,0,0,88,0,115,0,3,0,0,0,1,0,4,0,20,8,0,1,32,191,0,10,0,41,0,0,0,1,3,0,0,0,148,23,1
620,0,29,6,0,33,0,115,0,9,1810,28,169,8,21,3,1,7,285,1,11,1,0,0,22,0,2,1,53,7,0,0,470,0,12,0,0,0,0,0,0,259,0,88,0,0,3,57,19,269,0,0,690,0,8,10,190,4,0,0,260,340,0,0,147,13,83,6,0,1,111,83,0,0,116,0,310,0,3,0,0,0,3,0,1,0,25,7,0,9,40,313,0,8,0,54,1,1,0,1,3,0,0,2,240,33,1
621,0,60,285,0,472,18,153,0,61,2220,55,698,30,11,0,2,8,482,5,43,5,11,24,471,45,18,5,614,52,0,0,1410,0,34,0,0,0,0,0,0,310,0,115,0,36,31,114,1400,338,0,0,1920,0,550,213,988,27,0,0,1010,1400,0,5,349,32,858,3,0,11,219,56,0,87,900,0,62,0,34,0,0,0,4,0,28,5,61,47,0,41,103,68,0,30,0,930,6,5,0,1,41,0,0,5,1170,214,1
622,0,21,6,0,52,2,64,0,12,536,21,85,5,8,0,1,7,60,0,9,0,0,0,20,0,2,0,84,8,0,0,510,0,6,0,0,0,0,0,0,70,0,53,0,4,13,48,26,86,0,0,267,0,8,25,136,9,0,0,144,211,0,0,73,8,74,2,0,3,109,31,0,0,70,0,33,0,2,0,0,0,2,0,4,0,22,9,0,1,30,135,0,11,0,43,0,0,0,1,2,0,0,0,114,22,1
623,0,17,6,0,11,2,88,0,2,765,17,65,4,9,0,1,4,45,0,4,0,0,0,10,0,2,0,53,0,0,0,286,0,8,0,0,0,0,0,0,59,0,56,0,4,10,32,174,68,0,0,208,0,8,7,110,3,0,0,114,295,0,0,40,8,59,2,0,1,101,18,0,0,60,0,38,0,0,0,0,0,1,0,3,0,14,3,0,1,21,146,0,10,0,27,0,0,0,1,0,0,0,0,101,23,1
624,0,8,6,0,3,0,14,0,0,23,8,18,1,0,0,1,1,3,0,0,0,0,0,5,0,2,0,6,0,0,0,26,0,2,0,0,0,0,0,0,9,0,22,0,0,3,21,4,21,0,0,39,0,8,3,29,0,0,0,32,38,0,0,2,0,22,2,0,0,90,1,0,0,16,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,8,0,0,1,0,15,0,0,0,1,0,0,0,0,42,5,1
625,0,55,210,0,364,6,130,0,30,6670,55,493,15,38,0,6,22,1270,0,38,0,1,80,691,75,2,0,829,24,0,0,1240,0,70,0,0,0,0,0,0,955,0,199,0,12,17,105,549,948,0,0,1990,0,51,55,393,40,0,0,422,620,0,0,326,77,423,7,0,6,173,308,0,177,2460,0,882,0,20,0,0,0,12,0,7,0,60,21,0,1,93,745,0,18,0,406,6,0,0,1,22,0,0,0,737,263,1
626,0,8,6,0,3,0,8,0,1,18,8,18,1,0,0,1,1,3,0,0,0,0,0,5,0,2,0,6,0,0,0,37,0,2,0,0,0,0,0,0,9,0,21,0,0,3,21,3,19,0,0,37,0,8,3,29,2,0,0,32,36,0,0,2,0,23,2,0,0,90,1,0,0,16,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,8,0,0,1,0,11,0,0,0,1,0,0,0,0,40,4,1
627,3510,58,32,0,141,7,417,0,20,20400,58,888,20,37,0,9,46,3930,0,19,0,1,23,448,35,2,0,948,10,26,0,3480,0,40,12,12,12,0,0,0,1260,0,105,0,16,24,338,907,1220,0,0,714,1,89,57,358,13,0,0,352,462,0,0,183,27,831,10,0,7,161,78,0,62,2800,1,841,13,8,0,0,0,3,13,367,0,67,35,2,1,77,166,0,27,14,157,1,2,0,1,13,0,0,0,1390,144,1
628,0,30,6,0,38,1,74,0,0,750,30,28,1,2,0,7,11,62,0,5,0,0,0,78,0,2,0,31,0,0,0,622,0,2,10,10,10,0,0,0,37,0,35,0,0,3,183,307,42,0,0,103,1,17,10,96,0,0,0,111,219,0,0,34,1,37,8,0,0,113,20,0,0,63,0,0,2,0,0,0,0,0,2,1,0,31,0,0,1,35,49,0,2,8,28,1,1,0,1,0,0,0,0,78,27,1
629,0,36,6,0,150,9,60,0,30,2850,36,152,18,12,0,3,8,613,0,24,0,1,10,145,10,2,0,209,23,0,0,751,0,18,0,0,0,0,0,0,380,0,108,0,18,28,67,264,393,0,0,593,0,8,38,212,16,0,0,242,356,0,0,180,37,120,4,0,8,123,118,0,18,221,0,578,0,18,0,0,0,2,0,10,0,40,29,0,1,60,255,0,27,0,111,1,0,0,1,18,0,0,0,412,168,1
630,0,17,6,0,11,2,62,0,2,395,17,65,4,9,0,1,4,52,0,4,0,0,0,10,0,2,0,53,0,0,0,246,0,8,0,0,0,0,0,0,62,0,56,0,4,10,32,174,71,0,0,221,0,8,7,107,3,0,0,114,188,0,0,40,9,59,2,0,1,101,18,0,0,59,0,50,0,0,0,0,0,1,0,3,0,14,3,0,1,21,113,0,10,0,27,0,0,0,1,0,0,0,0,108,21,1
631,0,12,6,0,18,1,35,0,2,1030,12,44,3,5,0,1,4,496,0,0,0,0,0,12,0,2,0,26,0,0,0,130,0,2,0,0,0,0,0,0,54,0,32,0,2,5,27,15,62,0,0,141,0,8,5,86,16,0,0,99,210,0,0,29,2,47,2,0,2,94,22,0,0,209,0,733,0,0,0,0,0,0,0,363,0,9,3,0,1,12,71,0,3,0,19,0,0,0,1,0,0,0,0,243,10,1
632,0,30,6,0,24,3,160,0,3,9500,30,191,5,33,0,7,26,1800,0,6,0,0,0,83,5,2,0,221,0,0,0,1670,0,8,10,10,10,0,0,0,1130,0,104,0,4,10,155,33,1120,0,0,1870,1,32,10,368,10,0,0,240,512,0,0,138,101,143,8,0,1,112,98,0,0,500,0,2250,2,0,0,0,0,2,2,8,0,31,9,0,1,36,203,0,12,8,53,0,1,0,1,2,0,0,0,490000,120,1
633,0,8,6,0,3,0,8,0,0,15,8,18,1,0,0,1,1,3,0,0,0,0,0,5,0,2,0,6,0,0,0,41,0,2,0,0,0,0,0,0,9,0,15,0,0,3,21,3,19,0,0,31,0,8,3,29,0,0,0,32,32,0,0,2,0,22,2,0,0,90,1,0,0,16,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,8,0,0,1,0,11,0,0,0,1,0,0,0,0,28,4,1
634,0,21,6,0,47,1,69,0,9,420,21,63,3,7,0,3,7,63,0,11,0,0,0,16,0,2,0,52,8,0,0,263,0,2,0,0,0,0,0,0,78,0,43,0,2,5,44,32,100,0,0,287,0,8,13,116,0,0,0,156,183,0,0,89,19,62,4,0,2,107,44,0,0,50,0,45,0,8,0,0,0,2,0,3,0,20,3,0,1,32,156,0,3,0,49,0,0,0,1,9,0,0,0,82,17,1
635,0,45,6,4,86,11,217,0,30,3510,43,277,19,36,6,2,10,717,8,29,2,0,0,60,0,2,2,105,27,0,0,623,0,6,0,0,0,0,0,0,489,0,165,0,22,21,78,128,488,0,0,1330,0,8,36,285,8,0,0,308,388,0,0,197,24,105,11,0,8,138,62,0,0,258,0,721,0,19,0,0,0,4,0,14,0,46,29,10,17,74,305,0,19,0,110,0,2,0,1,19,0,0,3,652,97,1
636,0,29,6,0,102,5,126,0,25,1120,29,123,9,9,0,3,5,118,0,16,0,1,8,106,15,2,0,170,19,0,0,531,0,8,0,0,0,0,0,0,120,0,51,0,10,21,57,110,128,0,0,406,0,8,44,177,11,0,0,188,283,0,0,112,17,109,4,0,6,119,59,0,29,97,0,114,0,13,0,0,0,3,0,9,0,33,15,0,1,45,275,0,18,0,76,1,0,0,1,15,0,0,0,140,56,1
637,1590,43,6,0,52,1,1660,0,6,51600,43,532,16,186,0,9,309,9020,0,4,0,0,0,1020,25,2,0,269,1,813,0,9370,0,6,12,12,12,0,0,0,2360,0,79,0,12,15,638,3690,2340,0,0,3330,1,108,17,257,7,0,0,421,310,0,0,264,7,300,10,0,1,148,45,0,790,4880,1,2750,92,2,0,0,0,2,92,1,0,46,51,0,1,47,261,0,17,14,87,0,2,0,1,4,0,0,0,4290,54,1
638,0,21,6,0,27,4,91,0,5,24800,21,71,10,17,0,1,6,5280,0,8,0,0,0,27,0,2,0,39,3,0,0,448,0,2,0,0,0,0,0,0,3630,0,130,0,8,10,46,46,3650,0,0,7000,0,8,8,142,4,0,0,160,395,0,0,78,14,54,2,0,4,107,41,0,0,1770,0,6940,0,0,0,0,0,2,0,5,0,22,13,0,1,29,208,0,10,0,87,0,0,0,1,0,0,0,0,3510,46,1
639,0,12,40,0,28,0,96,0,8,688,12,81,1,17,0,1,5,98,0,2,0,1,8,83,15,2,0,81,3,0,0,329,0,2,0,0,0,0,0,0,98,0,60,0,0,3,29,68,110,0,0,283,0,12,9,123,5,0,0,170,203,0,0,99,8,74,2,0,0,95,92,0,29,162,0,106,0,2,0,0,0,0,0,1,0,9,0,0,1,14,312,0,1,0,47,1,0,0,1,4,0,0,0,214,28,1
640,0,8,6,0,3,0,8,0,0,15,8,18,1,0,0,1,1,3,0,0,0,0,0,5,0,2,0,6,0,0,0,42,0,2,0,0,0,0,0,0,9,0,14,0,0,3,21,3,19,0,0,27,0,8,3,29,0,0,0,32,35,0,0,2,0,22,2,0,0,90,1,0,0,16,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,8,0,0,1,0,11,0,0,0,1,0,0,0,0,26,4,1
641,0,74,9,86,114,29,212,0,27,8410,68,839,51,24,18,10,22,1850,24,31,6,0,0,230,20,2,6,229,21,0,0,1380,0,20,10,10,10,0,0,0,1050,0,121,0,56,33,276,54000,1050,0,0,2840,1,86,37,454,13,0,0,436,563,0,0,196,43,207,35,0,6,163,40,0,0,956,0,1800,3,16,0,0,0,5,3,32,0,73,78,0,49,105,212,0,58,9,104,0,7,0,1,21,0,0,10,1110,100,1
642,0,8,6,0,3,0,26,0,0,50,8,18,1,0,0,1,1,3,0,0,0,0,0,5,0,2,0,6,0,0,0,66,0,2,0,0,0,0,0,0,10,0,16,0,0,3,22,4,23,0,0,39,0,8,3,32,0,0,0,59,56,0,0,29,3,22,2,0,0,90,28,0,0,16,0,0,0,0,0,0,0,1,0,1,0,5,0,0,1,8,72,0,1,0,15,0,0,0,1,0,0,0,0,30,4,1
643,0,33,6,0,44,12,104,0,8,731,33,69,16,8,0,7,13,91,0,6,0,0,0,103,5,2,0,59,5,0,0,540,0,2,10,10,10,0,0,0,72,0,44,0,22,21,193,46,70,0,0,204,1,32,17,156,5,0,0,163,266,0,0,53,8,64,8,0,8,119,24,0,0,73,0,43,2,0,0,0,0,1,2,12,0,39,26,16,1,39,144,0,17,8,43,0,1,0,1,2,0,0,0,142,29,1
644,0,10,6,0,11,0,35,0,0,885,10,37,1,4,0,1,4,483,0,2,0,0,0,7,0,2,0,16,0,0,0,69,0,2,0,0,0,0,0,0,27,0,23,0,0,3,23,5,41,0,0,97,0,8,3,68,0,0,0,75,96,0,0,17,0,41,2,0,0,92,4,0,0,206,0,728,0,0,0,0,0,0,0,361,0,7,0,0,1,12,27,0,1,0,20,0,0,0,1,0,0,0,0,223,3,1
645,0,17,6,0,11,2,73,0,2,561,17,65,4,9,0,1,4,45,0,4,0,0,0,10,0,2,0,53,0,0,0,268,0,8,0,0,0,0,0,0,60,0,56,0,4,10,32,174,69,0,0,202,0,8,7,114,3,0,0,114,208,0,0,40,8,59,2,0,1,101,18,0,0,53,0,42,0,0,0,0,0,1,0,3,0,14,3,0,1,21,96,0,10,0,27,0,0,0,1,0,0,0,0,100,24,1
646,0,29,6,18,37,1,109,0,11,278000,27,185,4,11,6,2,4,65,8,12,2,0,0,19,0,2,2,40,6,0,0,81300,0,6,0,0,0,0,0,0,77,0,47,0,2,5,55,807000,84,0,0,40100,0,8,11,401,7,0,0,176,302,0,0,68,31,74,11,0,2,113,9,0,0,75,0,45,0,3,0,0,0,7,0,3,0,25,4,0,17,41,24,0,4,0,38,0,2,0,1,4,0,0,3,102,15000,1
647,0,25,6,0,19,1,54,0,0,395,25,24,1,2,0,7,11,66,0,1,0,0,0,68,0,2,0,21,0,0,0,357,0,2,10,10,10,0,0,0,36,0,21,0,0,3,176,8,41,0,0,71,1,17,10,75,0,0,0,82,126,0,0,13,1,32,8,0,0,107,9,0,0,61,0,0,2,0,0,0,0,0,2,1,0,26,0,0,1,26,21,0,2,8,23,0,1,0,1,0,0,0,0,66,20,1
648,0,47,6,0,93,16,216,0,13,3130,47,190,22,46,0,7,22,546,0,17,0,1,23,323,20,2,0,197,5,0,0,1650,0,4,10,10,10,0,0,0,408,0,179,0,30,48,215,288,422,0,0,1110,1,32,17,220,6,0,0,330,398,0,0,211,15,108,8,0,12,133,174,0,29,262,0,490,3,1,0,0,0,4,3,21,0,54,74,20,1,64,573,0,26,9,167,1,1,0,1,5,0,0,0,622,75,1
649,0,28,6,65,268,5,235,0,12,1680,26,499,12,13,6,2,8,208,8,11,2,1,159,1290,220,2,2,760,7,0,0,409,0,10,0,0,0,0,0,0,188,0,75,0,10,16,59,483,197,0,0,646,0,8,12,201,9,0,0,278,391,0,0,165,29,356,11,0,4,112,323,0,533,174,0,201,0,4,0,0,0,7,0,7,0,29,14,0,17,39,328,0,18,0,323,1,2,0,1,6,0,0,3,191,195,1
650,0,22,121,0,71,18,98,0,3,181,20,208,31,0,0,1,1,26,2,11,2,2,0,127,0,7,3,112,5,0,0,204,0,8,0,0,0,0,0,0,25,0,32,0,18,24,42,78,45,0,0,207,0,235,32,391,3,0,0,388,1050,0,2,115,262,265,2,0,18,134,4,0,0,399,0,0,0,2,0,0,0,4,0,1,2,17,12,0,18,33,13,0,35,0,73,2,2,0,1,6,0,0,2,290,121,1
651,0,26,6,0,43,3,91,0,15,1140,26,78,7,10,0,5,8,98,0,16,0,0,0,31,0,2,0,53,12,0,0,388,0,6,0,0,0,0,0,0,119,0,68,0,6,7,54,56,133,0,0,323,0,8,19,151,13,0,0,183,230,0,0,113,14,68,6,0,4,112,48,0,0,55,0,83,0,8,0,0,0,5,0,5,0,27,9,0,1,42,254,0,7,0,75,0,0,0,1,8,0,0,0,138,30,1
652,0,8,6,0,3,0,10,0,0,15,8,18,0,0,0,1,1,3,0,0,0,0,0,5,0,2,0,6,0,0,0,44,0,2,0,0,0,0,0,0,9,0,15,0,0,3,21,3,19,0,0,27,0,8,3,29,0,0,0,32,36,0,0,2,0,22,2,0,0,90,1,0,0,16,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,8,0,0,1,0,11,0,0,0,1,0,0,0,0,28,4,1
653,0,24,6,0,32,1,59,2,7,336,22,184,7,6,6,2,4,35,2,11,2,0,0,22,0,2,2,41,4,0,0,452,0,6,0,0,0,0,0,0,49,0,43,0,2,5,44,32,59,0,0,185,0,8,9,193,6,0,0,198,223,0,0,79,5,86,11,0,2,109,18,0,0,64,0,41,0,2,0,0,0,1,0,3,0,20,7,0,17,35,167,0,7,0,38,2,2,0,1,2,0,0,4,79,37,1
654,0,10,6,0,7,0,130,0,0,11700,10,49,1,8,0,1,6,2760,0,2,0,0,0,8,0,2,0,21,0,0,0,588,0,2,0,0,0,0,0,0,1540,0,27,0,0,3,25,408,1550,0,0,3120,0,8,3,141,0,0,0,156,150,0,0,95,16,47,2,0,0,97,70,0,0,698,0,3400,0,0,0,0,0,1,0,361,0,7,0,0,1,12,329,0,1,0,18,0,0,0,1,0,0,0,0,1230,21,1
655,2210,69,18,84,245,33,366,0,19,26700,67,1890,62,26,6,11,37,4820,8,19,2,0,0,366,20,2,2,1790,16,12,0,2820,0,69,12,12,12,0,0,0,2610,0,120,0,64,66,345,1020,2590,0,0,2270,1,108,151,527,10,0,0,453,584,0,0,220,199,1700,20,0,32,176,55,0,16,4070,1,179,9,14,0,0,0,5,9,34,0,84,95,6,17,88,335,0,63,14,165,2,4,0,1,18,0,0,3,127000,179,1
656,0,8,6,0,3,0,9,0,0,15,8,18,1,0,0,1,1,3,0,0,0,0,0,5,0,2,0,6,0,0,0,38,0,2,0,0,0,0,0,0,9,0,15,0,0,3,21,3,19,0,0,27,0,8,3,29,0,0,0,32,35,0,0,2,0,22,2,0,0,90,1,0,0,16,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,8,0,0,1,0,11,0,0,0,1,0,0,0,0,28,4,1
657,0,30,6,0,40,9,56,4,8,982,26,362,19,11,12,1,5,113,4,11,4,0,0,46,0,2,4,64,6,0,0,407,0,10,0,0,0,0,0,0,117,0,59,0,18,16,60,52,123,0,0,367,0,8,11,303,8,0,0,328,325,0,0,148,23,124,18,0,6,140,41,0,0,145,0,197,0,1,0,0,0,1,0,10,0,28,27,10,33,41,129,0,19,0,50,4,4,0,1,1,0,0,8,182,83,1
658,0,20,6,0,20,0,65,0,7,470,20,56,4,10,0,1,4,69,0,7,0,0,0,13,0,2,0,30,5,0,0,451,0,2,0,0,0,0,0,0,87,0,81,0,0,3,38,22,91,0,0,244,0,8,8,130,3,0,0,142,258,0,0,62,11,51,2,0,1,105,33,0,0,35,0,51,0,2,0,0,0,3,0,1,0,17,3,0,1,27,431,0,4,0,40,0,0,0,1,2,0,0,0,147,23,1
659,0,9,6,0,5,0,49,0,1,134,9,35,1,4,0,2,4,26,0,0,0,0,0,9,0,2,0,13,0,0,0,108,0,2,0,0,0,0,0,0,33,0,29,0,0,3,26,5,47,0,0,100,0,8,3,77,2,0,0,90,99,0,0,30,3,40,3,0,0,93,21,0,0,26,0,12,0,0,0,0,0,1,0,1,0,7,0,0,1,9,88,0,1,0,19,0,0,0,1,0,0,0,0,57,12,1
